country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Derry And Strabane,,2/21/2020,-1,-2,-6,-10,-8,2
GB,United Kingdom,Devon,,2/16/2020,-10,-6,-24,-11,-2,2
GB,United Kingdom,Devon,,2/17/2020,18,7,44,9,-16,2
GB,United Kingdom,Devon,,2/18/2020,18,6,47,8,-15,2
GB,United Kingdom,Devon,,2/19/2020,14,5,25,3,-16,2
GB,United Kingdom,Devon,,2/21/2020,13,5,46,8,-17,2
GB,United Kingdom,Devon,,3/13/2020,-2,8,33,-2,-3,2
GB,United Kingdom,Devon,,3/14/2020,-4,8,17,-9,-2,2
GB,United Kingdom,Devon,,3/15/2020,-11,9,1,-12,-4,2
GB,United Kingdom,Devon,,3/16/2020,4,21,71,-1,-6,2
GB,United Kingdom,Dorset,,2/16/2020,-15,-7,-41,-22,-3,2
GB,United Kingdom,Dorset,,2/17/2020,14,7,58,2,-14,2
GB,United Kingdom,Dorset,,2/18/2020,10,4,40,-3,-13,2
GB,United Kingdom,Dorset,,2/19/2020,12,3,14,-4,-14,2
GB,United Kingdom,Dorset,,2/21/2020,10,3,47,1,-15,2
GB,United Kingdom,Dorset,,3/4/2020,-2,3,-16,-8,-1,2
GB,United Kingdom,Dorset,,3/5/2020,-5,3,-6,-6,-1,2
GB,United Kingdom,Dorset,,3/13/2020,-2,9,42,-6,-3,2
GB,United Kingdom,Dorset,,3/14/2020,-2,8,30,-5,-2,2
GB,United Kingdom,Dorset,,3/15/2020,-12,9,-11,-17,-5,2
GB,United Kingdom,Dorset,,3/16/2020,2,22,111,2,-5,2
GB,United Kingdom,Dumfries and Galloway,,2/18/2020,13,3,18,10,-15,2
GB,United Kingdom,Dumfries and Galloway,,2/20/2020,6,2,22,17,-14,2
GB,United Kingdom,Dumfries and Galloway,,2/22/2020,0,0,4,10,-3,2
GB,United Kingdom,Dumfries and Galloway,,3/11/2020,0,4,1,-1,-1,2
GB,United Kingdom,Dumfries and Galloway,,3/12/2020,2,10,8,7,-1,2
GB,United Kingdom,Dumfries and Galloway,,3/14/2020,3,12,6,-3,-3,2
GB,United Kingdom,Dundee City Council,,2/15/2020,-10,-7,-27,-8,-5,2
GB,United Kingdom,Dundee City Council,,2/17/2020,8,3,-4,3,-11,2
GB,United Kingdom,Dundee City Council,,2/18/2020,3,0,-7,-1,-5,2
GB,United Kingdom,Dundee City Council,,2/24/2020,-11,-4,-29,-3,-2,2
GB,United Kingdom,Dundee City Council,,3/14/2020,-7,-5,-10,0,-4,2
GB,United Kingdom,East Ayrshire Council,,2/21/2020,-7,-1,,-3,-2,2
GB,United Kingdom,East Dunbartonshire Council,,2/21/2020,-8,3,,-7,0,2
GB,United Kingdom,East Dunbartonshire Council,,3/11/2020,0,11,,-11,1,2
GB,United Kingdom,East Dunbartonshire Council,,3/13/2020,1,16,,-12,-3,2
GB,United Kingdom,East Lothian Council,,2/17/2020,2,0,,-3,-12,2
GB,United Kingdom,East Lothian Council,,3/12/2020,-3,9,,-6,-1,2
GB,United Kingdom,East Lothian Council,,3/13/2020,-2,14,,-5,-5,2
GB,United Kingdom,East Renfrewshire Council,,2/21/2020,-4,-6,,-8,-3,2
GB,United Kingdom,East Renfrewshire Council,,3/11/2020,4,7,,-5,-2,2
GB,United Kingdom,East Renfrewshire Council,,3/12/2020,3,18,,-12,-1,2
GB,United Kingdom,East Renfrewshire Council,,3/13/2020,5,21,,-12,-4,2
GB,United Kingdom,East Riding of Yorkshire,,2/15/2020,-13,-8,-29,-1,-5,2
GB,United Kingdom,East Riding of Yorkshire,,2/17/2020,10,-1,26,6,-17,2
GB,United Kingdom,East Riding of Yorkshire,,2/19/2020,10,-2,38,4,-16,2
GB,United Kingdom,East Riding of Yorkshire,,3/16/2020,3,27,42,12,-3,2
GB,United Kingdom,East Sussex,,2/15/2020,-12,-3,-30,-14,-4,2
GB,United Kingdom,East Sussex,,2/16/2020,-21,-12,-46,-19,-6,2
GB,United Kingdom,East Sussex,,2/21/2020,9,1,29,0,-18,2
GB,United Kingdom,East Sussex,,2/24/2020,-8,-1,-17,-2,-1,2
GB,United Kingdom,East Sussex,,3/5/2020,-9,-3,-18,-4,-2,2
GB,United Kingdom,East Sussex,,3/12/2020,2,11,19,-2,-1,2
GB,United Kingdom,East Sussex,,3/13/2020,0,10,30,-1,-2,2
GB,United Kingdom,East Sussex,,3/15/2020,-4,10,13,-3,-3,2
GB,United Kingdom,Edinburgh,,2/15/2020,-4,-7,-29,-6,-2,2
GB,United Kingdom,Edinburgh,,2/22/2020,-6,-5,-29,-4,0,2
GB,United Kingdom,Edinburgh,,2/24/2020,-7,-5,-12,1,-2,2
GB,United Kingdom,Edinburgh,,3/10/2020,-1,2,-7,-5,-2,2
GB,United Kingdom,Essex,,2/15/2020,-9,-7,-27,-11,-3,2
GB,United Kingdom,Essex,,2/16/2020,-16,-12,-45,-9,-5,2
GB,United Kingdom,Essex,,2/18/2020,10,-4,15,0,-16,2
GB,United Kingdom,Essex,,2/19/2020,9,-3,10,1,-16,2
GB,United Kingdom,Essex,,2/21/2020,6,-2,22,-2,-17,2
GB,United Kingdom,Essex,,2/24/2020,-3,-2,-6,-1,-2,2
GB,United Kingdom,Essex,,3/5/2020,-3,-5,-13,-6,-1,2
GB,United Kingdom,Essex,,3/12/2020,2,8,11,-13,-2,2
GB,United Kingdom,Essex,,3/15/2020,-8,6,3,-30,-4,2
GB,United Kingdom,Falkirk,,2/17/2020,1,-1,,-4,-16,2
GB,United Kingdom,Falkirk,,2/18/2020,5,0,,-3,-11,2
GB,United Kingdom,Falkirk,,3/11/2020,5,4,,-6,0,2
GB,United Kingdom,Falkirk,,3/12/2020,-4,11,-16,-10,-2,2
GB,United Kingdom,Falkirk,,3/14/2020,-3,12,-7,-9,0,2
GB,United Kingdom,Fermanagh And Omagh,,2/20/2020,3,-1,,-9,-7,2
GB,United Kingdom,Fermanagh And Omagh,,2/26/2020,-2,-1,,1,0,2
GB,United Kingdom,Fermanagh And Omagh,,3/12/2020,-2,26,,-3,0,2
GB,United Kingdom,Fermanagh And Omagh,,3/13/2020,0,20,,-16,-2,2
GB,United Kingdom,Fife,,2/15/2020,-5,-2,-27,-10,-3,2
GB,United Kingdom,Fife,,2/22/2020,-7,0,-31,-11,-2,2
GB,United Kingdom,Fife,,2/24/2020,-7,-1,-24,-8,0,2
GB,United Kingdom,Fife,,3/12/2020,1,10,-6,-3,0,2
GB,United Kingdom,Fife,,3/14/2020,-2,12,13,-6,-1,2
GB,United Kingdom,Flintshire,,2/15/2020,-7,-6,-36,-16,-3,2
GB,United Kingdom,Flintshire,,2/17/2020,7,0,,-2,-17,2
GB,United Kingdom,Flintshire,,3/16/2020,1,22,,-6,-6,2
GB,United Kingdom,Glasgow City,,2/21/2020,-7,-6,-14,0,-1,2
GB,United Kingdom,Glasgow City,,2/22/2020,-14,-3,-24,-14,0,2
GB,United Kingdom,Glasgow City,,3/13/2020,-3,13,2,-10,-4,2
GB,United Kingdom,Glasgow City,,3/15/2020,-13,9,-1,-16,-4,2
GB,United Kingdom,Gloucestershire,,2/16/2020,-11,-4,-40,-6,-3,2
GB,United Kingdom,Gloucestershire,,3/12/2020,9,11,19,22,-2,2
GB,United Kingdom,Gloucestershire,,3/13/2020,6,7,25,23,-5,2
GB,United Kingdom,Gloucestershire,,3/14/2020,-9,6,7,-2,-2,2
GB,United Kingdom,Greater London,,2/15/2020,-11,-8,-34,-10,-3,2
GB,United Kingdom,Greater London,,2/17/2020,11,4,28,-3,-13,2
GB,United Kingdom,Greater London,,2/18/2020,4,-2,11,-4,-13,2
GB,United Kingdom,Greater London,,3/5/2020,-9,-5,-21,-6,-1,2
GB,United Kingdom,Greater London,,3/10/2020,-6,7,-3,-7,-2,2
GB,United Kingdom,Greater London,,3/11/2020,-6,8,9,-10,-3,2
GB,United Kingdom,Greater Manchester,,2/15/2020,-8,-7,-35,-10,-3,2
GB,United Kingdom,Greater Manchester,,2/17/2020,7,-2,7,-2,-13,2
GB,United Kingdom,Greater Manchester,,2/18/2020,7,-2,4,-4,-12,2
GB,United Kingdom,Greater Manchester,,2/19/2020,2,-5,-13,-3,-12,2
GB,United Kingdom,Greater Manchester,,2/24/2020,-3,-3,-10,1,-3,2
GB,United Kingdom,Greater Manchester,,3/12/2020,-1,8,-3,-9,-1,2
GB,United Kingdom,Greater Manchester,,3/13/2020,1,9,7,-10,-3,2
GB,United Kingdom,Greater Manchester,,3/14/2020,-9,8,-14,-15,-2,2
GB,United Kingdom,Gwynedd,,2/17/2020,28,19,79,12,-16,2
GB,United Kingdom,Gwynedd,,2/18/2020,22,14,76,6,-15,2
GB,United Kingdom,Gwynedd,,2/20/2020,17,15,59,4,-16,2
GB,United Kingdom,Gwynedd,,2/28/2020,-1,4,-7,-7,0,2
GB,United Kingdom,Gwynedd,,3/16/2020,14,29,95,1,-6,2
GB,United Kingdom,Hampshire,,2/16/2020,-16,-9,-43,-18,-4,2
GB,United Kingdom,Hampshire,,2/17/2020,9,2,26,1,-17,2
GB,United Kingdom,Hampshire,,2/21/2020,7,1,22,2,-18,2
GB,United Kingdom,Hampshire,,3/5/2020,-4,2,-12,-4,-1,2
GB,United Kingdom,Hampshire,,3/12/2020,-1,12,13,-9,-1,2
GB,United Kingdom,Hampshire,,3/13/2020,-2,11,16,-7,-4,2
GB,United Kingdom,Hampshire,,3/14/2020,-7,7,11,-11,-2,2
GB,United Kingdom,Hampshire,,3/15/2020,-12,7,-10,-15,-4,2
GB,United Kingdom,Hartlepool,,2/17/2020,2,4,,4,-15,2
GB,United Kingdom,Hartlepool,,2/18/2020,5,-1,,-5,-14,2
GB,United Kingdom,Hartlepool,,2/19/2020,8,4,,-3,-14,2
GB,United Kingdom,Hartlepool,,2/24/2020,-9,0,,-8,-2,2
GB,United Kingdom,Herefordshire,,3/12/2020,4,8,2,-1,0,2
GB,United Kingdom,Herefordshire,,3/13/2020,-2,7,20,-3,-2,2
GB,United Kingdom,Herefordshire,,3/14/2020,0,6,5,-9,-2,2
GB,United Kingdom,Herefordshire,,3/16/2020,2,14,19,2,-3,2
GB,United Kingdom,Hertfordshire,,2/15/2020,-12,-5,-34,-12,-5,2
GB,United Kingdom,Hertfordshire,,2/17/2020,9,2,26,-4,-17,2
GB,United Kingdom,Hertfordshire,,3/11/2020,-1,6,11,-9,-1,2
GB,United Kingdom,Hertfordshire,,3/12/2020,0,13,-9,-12,-3,2
GB,United Kingdom,Highland Council,,2/15/2020,10,3,0,2,-3,2
GB,United Kingdom,Highland Council,,2/17/2020,18,7,36,15,-20,2
GB,United Kingdom,Highland Council,,2/18/2020,14,7,35,11,-17,2
GB,United Kingdom,Highland Council,,2/19/2020,15,4,46,16,-12,2
GB,United Kingdom,Highland Council,,2/22/2020,-1,-1,-4,-3,-2,2
GB,United Kingdom,Highland Council,,2/27/2020,2,1,13,6,-1,2
GB,United Kingdom,Highland Council,,3/12/2020,1,10,14,5,-1,2
GB,United Kingdom,Highland Council,,3/16/2020,7,21,24,-1,-4,2
GB,United Kingdom,Inverclyde,,2/21/2020,-13,4,,-10,-1,2
GB,United Kingdom,Isle of Anglesey,,2/17/2020,26,12,,11,-18,2
GB,United Kingdom,Isle of Anglesey,,2/18/2020,29,13,,9,-17,2
GB,United Kingdom,Isle of Wight,,2/17/2020,21,12,71,15,-15,2
GB,United Kingdom,Isle of Wight,,2/18/2020,18,5,65,12,-15,2
GB,United Kingdom,Isle of Wight,,2/19/2020,14,6,37,14,-15,2
GB,United Kingdom,Isle of Wight,,2/21/2020,11,5,48,22,-16,2
GB,United Kingdom,Isle of Wight,,3/5/2020,-5,2,-14,-2,-1,2
GB,United Kingdom,Isle of Wight,,3/14/2020,0,12,22,0,1,2
GB,United Kingdom,Kent,,2/15/2020,-11,-5,-39,-2,-6,2
GB,United Kingdom,Kent,,2/16/2020,-16,-13,-50,-11,-7,2
GB,United Kingdom,Kent,,2/18/2020,11,-2,26,-1,-18,2
GB,United Kingdom,Kent,,2/24/2020,-2,-2,-11,-1,-2,2
GB,United Kingdom,Kent,,3/5/2020,-7,-3,-17,-3,-1,2
GB,United Kingdom,Kent,,3/12/2020,2,12,14,-4,-2,2
GB,United Kingdom,Kent,,3/13/2020,-1,11,18,-6,-4,2
GB,United Kingdom,Kent,,3/14/2020,-8,8,-9,-13,-2,2
GB,United Kingdom,Kent,,3/15/2020,-10,8,3,-11,-4,2
GB,United Kingdom,Kingston upon Hull,,2/15/2020,-6,-3,-29,-7,2,2
GB,United Kingdom,Kingston upon Hull,,2/17/2020,7,0,-7,-2,-10,2
GB,United Kingdom,Kingston upon Hull,,2/18/2020,10,-1,6,-1,-10,2
GB,United Kingdom,Kingston upon Hull,,2/19/2020,9,-3,-5,-8,-11,2
GB,United Kingdom,Kingston upon Hull,,2/21/2020,10,0,-11,0,-11,2
GB,United Kingdom,Lancashire,,2/15/2020,-12,-7,-29,-13,-4,2
GB,United Kingdom,Lancashire,,2/24/2020,-5,-1,-5,-4,-2,2
GB,United Kingdom,Lancashire,,3/14/2020,-6,7,20,-8,0,2
GB,United Kingdom,Lancashire,,3/16/2020,0,19,37,-9,-4,2
GB,United Kingdom,Leicester,,2/17/2020,7,1,11,-7,-13,2
GB,United Kingdom,Leicester,,2/18/2020,7,-4,5,-8,-12,2
GB,United Kingdom,Leicester,,3/13/2020,-5,18,0,-11,-3,2
GB,United Kingdom,Leicester,,3/14/2020,-17,15,-3,-18,0,2
GB,United Kingdom,Leicester,,3/15/2020,-17,8,-24,-20,-2,2
GB,United Kingdom,Leicestershire,,2/15/2020,-12,-6,-43,-7,-4,2
GB,United Kingdom,Leicestershire,,2/17/2020,11,0,16,4,-17,2
GB,United Kingdom,Leicestershire,,2/18/2020,10,-1,17,0,-15,2
GB,United Kingdom,Leicestershire,,3/13/2020,3,14,5,-3,-2,2
GB,United Kingdom,Leicestershire,,3/15/2020,-5,9,-28,-15,-4,2
GB,United Kingdom,Lincolnshire,,2/15/2020,-12,-5,-25,-10,-3,2
GB,United Kingdom,Lincolnshire,,2/24/2020,-3,-1,-6,-6,-1,2
GB,United Kingdom,Lincolnshire,,3/16/2020,6,24,41,-3,-3,2
GB,United Kingdom,Lisburn and Castlereagh,,2/15/2020,-10,-6,-67,-22,-3,2
GB,United Kingdom,Lisburn and Castlereagh,,3/12/2020,0,29,,-5,-3,2
GB,United Kingdom,Luton,,2/15/2020,-12,-5,-50,-16,-2,2
GB,United Kingdom,Luton,,2/17/2020,9,0,,7,-15,2
GB,United Kingdom,Luton,,2/18/2020,9,-2,,7,-14,2
GB,United Kingdom,Luton,,3/13/2020,-2,13,,-25,0,2
GB,United Kingdom,Luton,,3/14/2020,-8,18,-4,-30,0,2
GB,United Kingdom,Medway,,2/15/2020,-11,0,-31,-8,-3,2
GB,United Kingdom,Medway,,2/16/2020,-16,-8,-61,-24,-7,2
GB,United Kingdom,Medway,,2/19/2020,13,1,12,-2,-16,2
GB,United Kingdom,Medway,,3/5/2020,-9,1,-33,-6,1,2
GB,United Kingdom,Medway,,3/13/2020,-3,20,34,-8,-1,2
GB,United Kingdom,Medway,,3/14/2020,-7,15,-4,-12,-2,2
GB,United Kingdom,Medway,,3/15/2020,-8,11,-3,-11,-1,2
GB,United Kingdom,Merseyside,,2/15/2020,-10,-6,-33,-8,-3,2
GB,United Kingdom,Merseyside,,2/17/2020,8,-1,28,2,-15,2
GB,United Kingdom,Merseyside,,2/18/2020,10,-1,17,1,-15,2
GB,United Kingdom,Merseyside,,3/14/2020,-7,10,2,-7,-1,2
GB,United Kingdom,Merthyr Tydfil County Borough,,2/24/2020,-3,0,,-4,-2,2
GB,United Kingdom,Merthyr Tydfil County Borough,,3/12/2020,-3,12,,1,-2,2
GB,United Kingdom,Merthyr Tydfil County Borough,,3/16/2020,1,15,,1,-5,2
GB,United Kingdom,Mid And East Antrim,,2/21/2020,-3,-4,-19,-1,-11,2
GB,United Kingdom,Mid And East Antrim,,2/22/2020,-9,-2,-23,-8,-2,2
GB,United Kingdom,Mid And East Antrim,,3/12/2020,-3,23,-24,-6,0,2
GB,United Kingdom,Mid Ulster,,2/17/2020,4,-1,,-9,-13,2
GB,United Kingdom,Mid Ulster,,2/21/2020,-2,-2,,-13,-10,2
GB,United Kingdom,Mid Ulster,,3/11/2020,-1,9,,-2,2,2
GB,United Kingdom,Mid Ulster,,3/12/2020,3,25,,-2,0,2
GB,United Kingdom,Mid Ulster,,3/13/2020,-2,13,,-9,1,2
GB,United Kingdom,Middlesbrough,,2/17/2020,-1,-4,,-5,-12,2
GB,United Kingdom,Middlesbrough,,2/18/2020,-1,-7,,-8,-12,2
GB,United Kingdom,Middlesbrough,,2/19/2020,0,-2,,-9,-14,2
GB,United Kingdom,Middlesbrough,,2/24/2020,-7,-1,,-10,-1,2
GB,United Kingdom,Middlesbrough,,3/16/2020,-3,10,,-5,-3,2
GB,United Kingdom,Midlothian,,2/24/2020,-8,-5,,-4,-1,2
GB,United Kingdom,Midlothian,,3/12/2020,-1,10,,-8,-4,2
GB,United Kingdom,Midlothian,,3/13/2020,-7,13,,-7,-4,2
GB,United Kingdom,Milton Keynes,,2/15/2020,-8,-7,-34,-5,-2,2
GB,United Kingdom,Milton Keynes,,2/17/2020,13,1,40,6,-14,2
GB,United Kingdom,Milton Keynes,,3/11/2020,1,3,14,-12,0,2
GB,United Kingdom,Milton Keynes,,3/12/2020,3,9,15,-14,-1,2
GB,United Kingdom,Monmouthshire,,2/21/2020,17,-2,8,6,-21,2
GB,United Kingdom,Monmouthshire,,2/24/2020,4,5,-6,8,-3,2
GB,United Kingdom,Monmouthshire,,3/12/2020,7,6,4,12,-1,2
GB,United Kingdom,Monmouthshire,,3/13/2020,11,5,15,18,-3,2
GB,United Kingdom,Moray,,2/24/2020,-9,-3,-4,-4,-6,2
GB,United Kingdom,Moray,,3/16/2020,0,18,12,-8,-4,2
GB,United Kingdom,Neath Port Talbot Principle Area,,2/17/2020,8,3,,4,-18,2
GB,United Kingdom,Neath Port Talbot Principle Area,,2/21/2020,6,0,5,-9,-19,2
GB,United Kingdom,Neath Port Talbot Principle Area,,2/28/2020,-8,-1,-37,-9,-3,2
GB,United Kingdom,Neath Port Talbot Principle Area,,3/16/2020,11,14,,-7,-6,2
GB,United Kingdom,Newport,,2/16/2020,-12,-4,-37,-13,-3,2
GB,United Kingdom,Newport,,2/28/2020,-7,1,-11,3,-3,2
GB,United Kingdom,Newport,,3/10/2020,-4,6,,-1,0,2
GB,United Kingdom,Newport,,3/12/2020,-3,12,-2,-13,-1,2
GB,United Kingdom,Newport,,3/13/2020,-3,11,0,-5,-4,2
GB,United Kingdom,Newport,,3/15/2020,-11,4,-16,-8,-2,2
GB,United Kingdom,"Newry, Mourne And Down",,2/17/2020,13,0,,-10,-15,2
GB,United Kingdom,"Newry, Mourne And Down",,2/29/2020,-7,-1,-31,-14,-4,2
GB,United Kingdom,"Newry, Mourne And Down",,3/12/2020,3,27,-4,-12,1,2
GB,United Kingdom,Norfolk,,2/15/2020,-4,-3,-23,5,-3,2
GB,United Kingdom,Norfolk,,2/16/2020,-7,-7,-28,-4,-3,2
GB,United Kingdom,Norfolk,,2/17/2020,16,3,59,0,-16,2
GB,United Kingdom,Norfolk,,2/18/2020,15,2,56,1,-15,2
GB,United Kingdom,Norfolk,,2/19/2020,14,1,57,1,-15,2
GB,United Kingdom,Norfolk,,2/24/2020,-3,-2,-9,-3,0,2
GB,United Kingdom,Norfolk,,3/14/2020,0,8,15,1,0,2
GB,United Kingdom,Norfolk,,3/15/2020,-4,8,14,3,-3,2
GB,United Kingdom,North Ayrshire Council,,2/21/2020,-10,0,-26,-15,-1,2
GB,United Kingdom,North Ayrshire Council,,2/22/2020,-5,0,-21,-19,1,2
GB,United Kingdom,North Ayrshire Council,,3/14/2020,-4,16,8,-8,-3,2
GB,United Kingdom,North East Lincolnshire,,2/17/2020,7,-2,39,-6,-15,2
GB,United Kingdom,North East Lincolnshire,,2/18/2020,9,-2,50,3,-13,2
GB,United Kingdom,North East Lincolnshire,,2/19/2020,8,0,34,2,-14,2
GB,United Kingdom,North East Lincolnshire,,3/17/2020,-2,25,48,-10,-4,2
GB,United Kingdom,North Lanarkshire,,2/15/2020,-7,-3,,-17,-2,2
GB,United Kingdom,North Lanarkshire,,2/22/2020,-6,1,,-15,0,2
GB,United Kingdom,North Lanarkshire,,3/13/2020,-1,11,,-2,-2,2
GB,United Kingdom,North Lanarkshire,,3/14/2020,-7,12,,-9,0,2
GB,United Kingdom,North Lincolnshire,,2/15/2020,-8,-6,-35,-9,-4,2
GB,United Kingdom,North Lincolnshire,,2/17/2020,6,-4,-1,-9,-14,2
GB,United Kingdom,North Lincolnshire,,2/19/2020,0,-7,0,-7,-16,2
GB,United Kingdom,North Somerset,,2/17/2020,8,2,26,10,-16,2
GB,United Kingdom,North Somerset,,2/18/2020,12,3,29,14,-16,2
GB,United Kingdom,North Somerset,,2/21/2020,9,0,23,10,-17,2
GB,United Kingdom,North Somerset,,2/24/2020,-10,-2,-21,9,-3,2
GB,United Kingdom,North Somerset,,2/28/2020,-7,1,-23,6,-3,2
GB,United Kingdom,North Somerset,,3/12/2020,-2,9,11,-4,-2,2
GB,United Kingdom,North Somerset,,3/13/2020,-2,9,17,-5,-4,2
GB,United Kingdom,North Somerset,,3/14/2020,-3,7,4,-13,-4,2
GB,United Kingdom,North Somerset,,3/15/2020,-15,8,-20,-28,-8,2
GB,United Kingdom,North Yorkshire,,2/17/2020,17,4,41,8,-17,2
GB,United Kingdom,North Yorkshire,,2/18/2020,17,3,49,6,-16,2
GB,United Kingdom,North Yorkshire,,3/13/2020,2,10,37,2,-2,2
GB,United Kingdom,North Yorkshire,,3/14/2020,4,11,20,-3,0,2
GB,United Kingdom,North Yorkshire,,3/16/2020,4,22,47,-3,-4,2
GB,United Kingdom,Northamptonshire,,2/15/2020,-11,-4,-27,-5,-6,2
GB,United Kingdom,Northamptonshire,,2/24/2020,-6,0,-6,-1,-1,2
GB,United Kingdom,Northamptonshire,,3/13/2020,-1,11,10,-6,-2,2
GB,United Kingdom,Northamptonshire,,3/14/2020,-7,9,0,-11,-2,2
GB,United Kingdom,Northamptonshire,,3/15/2020,-16,7,-19,-12,-5,2
GB,United Kingdom,Northumberland,,2/15/2020,-4,1,-23,-7,0,2
GB,United Kingdom,Northumberland,,2/17/2020,10,2,53,0,-15,2
GB,United Kingdom,Northumberland,,2/19/2020,9,-2,46,-3,-15,2
GB,United Kingdom,Northumberland,,3/12/2020,3,11,20,-2,-1,2
GB,United Kingdom,Northumberland,,3/16/2020,7,29,64,0,-4,2
GB,United Kingdom,Nottingham,,2/15/2020,-6,-5,-34,-9,-3,2
GB,United Kingdom,Nottingham,,2/17/2020,6,1,41,-2,-10,2
GB,United Kingdom,Nottingham,,2/18/2020,2,-4,23,-3,-10,2
GB,United Kingdom,Nottingham,,2/19/2020,0,-2,5,-7,-11,2
GB,United Kingdom,Nottingham,,2/21/2020,1,1,7,0,-10,2
GB,United Kingdom,Nottingham,,2/24/2020,-2,-1,-9,0,-1,2
GB,United Kingdom,Nottingham,,3/12/2020,-8,15,11,-6,1,2
GB,United Kingdom,Nottingham,,3/13/2020,-13,17,-4,-8,-1,2
GB,United Kingdom,Nottingham,,3/14/2020,-12,15,15,-14,-3,2
GB,United Kingdom,Nottingham,,3/15/2020,-23,15,-22,-24,-2,2
GB,United Kingdom,Nottinghamshire,,2/15/2020,-11,-7,-40,-9,-3,2
GB,United Kingdom,Nottinghamshire,,2/17/2020,6,0,19,1,-16,2
GB,United Kingdom,Oxfordshire,,2/17/2020,11,4,22,-6,-16,2
GB,United Kingdom,Oxfordshire,,3/10/2020,0,7,3,-3,0,2
GB,United Kingdom,Oxfordshire,,3/11/2020,-1,7,11,-6,0,2
GB,United Kingdom,Oxfordshire,,3/12/2020,-2,13,7,-7,-1,2
GB,United Kingdom,Pembrokeshire,,2/17/2020,21,10,68,6,-14,2
GB,United Kingdom,Pembrokeshire,,2/18/2020,22,10,50,5,-15,2
GB,United Kingdom,Pembrokeshire,,2/28/2020,-7,-1,-18,-10,-1,2
GB,United Kingdom,Pembrokeshire,,3/9/2020,3,7,13,-9,2,2
GB,United Kingdom,Pembrokeshire,,3/16/2020,8,22,61,-5,-2,2
GB,United Kingdom,Perth and Kinross,,2/21/2020,1,-1,-14,7,-4,2
GB,United Kingdom,Perth and Kinross,,2/24/2020,-6,-4,-9,-2,-5,2
GB,United Kingdom,Perth and Kinross,,3/11/2020,4,3,-8,-1,-4,2
GB,United Kingdom,Perth and Kinross,,3/12/2020,1,8,-8,-3,-4,2
GB,United Kingdom,Perth and Kinross,,3/13/2020,4,10,19,2,-5,2
GB,United Kingdom,Peterborough,,2/15/2020,-9,-6,-37,24,-2,2
GB,United Kingdom,Peterborough,,2/17/2020,8,-1,,3,-14,2
GB,United Kingdom,Peterborough,,3/13/2020,0,5,,-7,-2,2
GB,United Kingdom,Peterborough,,3/14/2020,-4,5,,-1,0,2
GB,United Kingdom,Peterborough,,3/16/2020,0,19,,-18,-3,2
GB,United Kingdom,Plymouth,,2/16/2020,-12,-6,-31,-19,-4,2
GB,United Kingdom,Plymouth,,2/17/2020,7,5,25,-4,-15,2
GB,United Kingdom,Plymouth,,2/19/2020,6,-1,3,-7,-16,2
GB,United Kingdom,Plymouth,,2/20/2020,4,1,15,-6,-15,2
GB,United Kingdom,Plymouth,,2/21/2020,1,1,19,-2,-15,2
GB,United Kingdom,Plymouth,,3/10/2020,-4,-1,-9,-6,1,2
GB,United Kingdom,Plymouth,,3/14/2020,-7,4,4,-9,-2,2
GB,United Kingdom,Plymouth,,3/15/2020,-12,2,-7,-11,-2,2
GB,United Kingdom,Portsmouth,,2/16/2020,-18,-12,-50,-11,-6,2
GB,United Kingdom,Portsmouth,,2/17/2020,18,2,10,3,-13,2
GB,United Kingdom,Portsmouth,,2/18/2020,23,2,16,7,-13,2
GB,United Kingdom,Portsmouth,,2/19/2020,12,1,-9,-2,-13,2
GB,United Kingdom,Portsmouth,,2/21/2020,11,1,17,3,-14,2
GB,United Kingdom,Portsmouth,,3/5/2020,-8,-4,-27,-8,-3,2
GB,United Kingdom,Portsmouth,,3/13/2020,-3,9,14,0,-2,2
GB,United Kingdom,Portsmouth,,3/14/2020,-10,8,11,-7,-3,2
GB,United Kingdom,Powys,,2/21/2020,9,3,14,-2,-15,2
GB,United Kingdom,Powys,,2/26/2020,7,-2,7,-6,-1,2
GB,United Kingdom,Powys,,3/12/2020,-1,12,2,-7,2,2
GB,United Kingdom,Reading,,2/17/2020,9,3,,1,-13,2
GB,United Kingdom,Reading,,3/4/2020,-4,4,-12,-7,-1,2
GB,United Kingdom,Reading,,3/5/2020,-8,4,-21,-8,-2,2
GB,United Kingdom,Reading,,3/9/2020,-3,12,2,-6,-1,2
GB,United Kingdom,Reading,,3/10/2020,-2,10,2,-7,-2,2
GB,United Kingdom,Redcar and Cleveland,,2/15/2020,-14,-10,-47,-13,0,2
GB,United Kingdom,Redcar and Cleveland,,2/17/2020,15,-2,,0,-15,2
GB,United Kingdom,Redcar and Cleveland,,2/19/2020,10,-2,,5,-14,2
GB,United Kingdom,Redcar and Cleveland,,2/20/2020,5,-2,,-4,-14,2
GB,United Kingdom,Redcar and Cleveland,,2/24/2020,2,-3,,-2,-3,2
GB,United Kingdom,Redcar and Cleveland,,3/16/2020,6,22,,8,-3,2
GB,United Kingdom,Renfrewshire,,3/14/2020,-6,10,-14,-14,-2,2
